2006741,Nottingham,Nottingham,Outdoor,2006,A,32,"$380,000 "
2006440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2006,A,32,"$380,000 "
2006540,Wimbledon,London,Outdoor,2006,G,128,"$8,847,338 "
2006315,Newport,Newport,Outdoor,2006,A,32,"$380,000 "
2007500,Halle,Halle,Outdoor,2007,A,32,"$800,000 "
2007311,London,London,Outdoor,2007,A,56,"$800,000 "
2007440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2007,A,32,"$416,000 "
2007741,Nottingham,Nottingham,Outdoor,2007,A,32,"$416,000 "
2007540,Wimbledon,London,Outdoor,2007,G,128,"$10,039,193 "
2007315,Newport,Newport,Outdoor,2007,A,32,"$416,000 "
2008500,Halle,Halle,Outdoor,2008,A,32,"? 713,000"
2008311,London,London,Outdoor,2008,A,56,"? 713,000"
2008440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2008,A,32,"? 370,000"
2008741,Nottingham,Nottingham,Outdoor,2008,A,32,"? 370,000"
2008540,Wimbledon,London,Outdoor,2008,G,128,"£5,257,000"
2008315,Newport,Newport,Outdoor,2008,A,28,"$385,000 "
2009500,Halle,Halle,Outdoor,2009,A,32,"? 750,000"
2009311,London,London,Outdoor,2009,A,56,"? 750,000"
2009741,Nottingham,Eastbourne,Outdoor,2009,A,32,"? 450,000"
2009440,S-Hertogenbosch,s-Hertogenbosch,Outdoor,2009,A,32,"? 450,000"
2009540,Wimbledon,London,Outdoor,2009,G,128,"£5,616,600"
2009315,Newport,Newport,Outdoor,2009,A,32,"$500,000 "
2010500,Halle,Halle- Germany,Outdoor,2010,A,32,"? 750,000"
2010311,London,London- Great Britain,Outdoor,2010,A,56,"? 713,950"
2010741,Nottingham,Eastbourne- Great Britain,Outdoor,2010,A,32,"? 456,750"
2010440,S-Hertogenbosch,s-Hertogenbosch- Netherlands,Outdoor,2010,A,28,"? 450,000"
2010540,Wimbledon,London- Great Britain,Outdoor,2010,G,128,"£6,196,000"
